HMDB_ID,Match to inchikey1,Match to inchikey,Name,Pubchem_ID,KEGG_ID,ChEBI_ID,CAS,InchiKey,SMILES,InchiKey,InchiKey1,In MML or resource,BASF,Bowes-44,Tox21,AOP Wiki,CTD,IPA,T3DB,Publications,Resource coverage (%),HMDB disease,IPA Toxicity function,AOP Wiki AO,Publication AO,AO source coverage (%),IPA pathway,KEGG pathway,Reactome pathway,PathBank pathway,Pathway source coverage (%),"Total coverage score, %",In S1500+ pathways,S1500+ consistency score,Assay availability,Standard availability,Measurement feasibility score
HMDB0002224,LUCHPKXVUGJYGU,,5-Methyldeoxycytidine,13279,C03592,47876,0838-07-03,LUCHPKXVUGJYGU-SPDVFEMOSA-N,CC1=CN([C@H]2CC(O)[C@@H](CO)O2)C(=O)N=C1N,LUCHPKXVUGJYGU-SPDVFEMOSA-N,LUCHPKXVUGJYGU,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0000394,,,3-Hydroxytetradecanedioic acid,20848956,,89276,73179-89-2,CEDZIURHISELSQ-UHFFFAOYSA-N,OC(CCCCCCCCCCC(O)=O)CC(O)=O,CEDZIURHISELSQ-UHFFFAOYSA-N,CEDZIURHISELSQ,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0004094,,,Indoxyl,50591,C05658,17840,480-93-3,PCKPVGOLPKLUHR-UHFFFAOYSA-N,OC1=CNC2=CC=CC=C12,PCKPVGOLPKLUHR-UHFFFAOYSA-N,PCKPVGOLPKLUHR,BASF,Yes,,,,,,,,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0056197,,,DG(18:1n9/0:0/18:1n9),5497165,,75735,146478-45-7,DRAWQKGUORNASA-CLFAGFIQSA-N,[H]C(O)(COC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,DRAWQKGUORNASA-CLFAGFIQSA-N,DRAWQKGUORNASA,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0240347,,,N6-Carboxymethyllysine,,,53014,,NUXSIDPKKIEIMI-LURJTMIESA-N,N[C@@H](CCCCNCC(O)=O)C(O)=O,NUXSIDPKKIEIMI-LURJTMIESA-N,NUXSIDPKKIEIMI,MML,,,,,,,,Yes,12.5,,,,,0,,,Yes,,25,12.5,Reactome,1,1,1,2
HMDB0000932,,,Tauro-b-muricholic acid,168408,,133057,25696-60-0,XSOLDPYUICCHJX-OEYGYFRSSA-N,[H][C@@]12C[C@H](O)CC[C@]1(C)C1CC[C@]3(C)[C@H](CCC3C1[C@@H](O)[C@H]2O)[C@H](C)CCC(=O)NCCS(O)(=O)=O,XSOLDPYUICCHJX-OEYGYFRSSA-N,XSOLDPYUICCHJX,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0004668,JHXAZBBVQSRKJR,JHXAZBBVQSRKJR-BSZOFBHHSA-N,13-OxoODE,6446027,C14765,68947,54739-30-9,JHXAZBBVQSRKJR-BSZOFBHHSA-N,CCCCCC(=O)\C=C\C=C/CCCCCCCC(O)=O,JHXAZBBVQSRKJR-BSZOFBHHSA-N,JHXAZBBVQSRKJR,MML,,,,,Yes,,,,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0004669,LUZSWWYKKLTDHU,LUZSWWYKKLTDHU-ZJHFMPGASA-N,9-OxoODE,9839084,C14766,72843,54665-32-6,LUZSWWYKKLTDHU-ZJHFMPGASA-N,CCCCC\C=C/C=C/C(=O)CCCCCCCC(O)=O,LUZSWWYKKLTDHU-ZJHFMPGASA-N,LUZSWWYKKLTDHU,MML,,,,,Yes,,,,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0010213,,,17-HDoHE,6439179,,72637,90780-52-2,SWTYBBUBEPPYCX-VIIQGJSXSA-N,CC\C=C/CC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,SWTYBBUBEPPYCX-VIIQGJSXSA-N,SWTYBBUBEPPYCX,MML,,,,,Yes,,,,12.5,,,,,0,,,Yes,,25,12.5,,0,1,1,2
HMDB0004682,GCZRCCHPLVMMJE,,11(R)-HETE,5312981,C14780,34126,73347-43-0,GCZRCCHPLVMMJE-RSPKXIRXSA-N,CCCCC\C=C/C=C\[C@H](O)C\C=C/C\C=C\CCCC(O)=O,GCZRCCHPLVMMJE-RSPKXIRXSA-N,GCZRCCHPLVMMJE,MML,,,,,,,,Yes,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0039540,MSUOLNSQHLHDAS,MSUOLNSQHLHDAS-UHFFFAOYSA-N,Cerebronic acid,102430,C17873,61302,544-57-0,MSUOLNSQHLHDAS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCC(O)C(O)=O,MSUOLNSQHLHDAS-UHFFFAOYSA-N,MSUOLNSQHLHDAS,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0004710,,,"9,10,13-TriHOME",14968868,C14835,34499,29907-57-1,NTVFQBIHLSPEGQ-SYMVGPSASA-N,CCCCC[C@H](O)\C=C\[C@@H](O)[C@@H](O)CCCCCCCC(O)=O,NTVFQBIHLSPEGQ-SYMVGPSASA-N,NTVFQBIHLSPEGQ,MML,,,,,Yes,,,,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0004685,,,"13,14-Dihydro-15-keto PGF2a",5283039,,63976,27376-76-7,VKTIONYPMSCHQI-XAGFEHLVSA-N,CCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,VKTIONYPMSCHQI-XAGFEHLVSA-N,VKTIONYPMSCHQI,MML,,,,,,,,Yes,12.5,,,,,0,,,Yes,,25,12.5,,0,1,1,2
HMDB0062558,,,Pyroglutamine,134508,,133469,2353-44-8,NPWMTBZSRRLQNJ-UHFFFAOYSA-N,NC1CCC(=O)NC1=O,NPWMTBZSRRLQNJ-UHFFFAOYSA-N,NPWMTBZSRRLQNJ,MML,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0002320,,,Imidazolelactic acid,459122,C03817,16373,876-19-7,JTYMXXCJQKGGFG-UHFFFAOYSA-N,OC(CN1C=CN=C1)C(O)=O,JTYMXXCJQKGGFG-UHFFFAOYSA-N,JTYMXXCJQKGGFG,MML,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0000569,ZAHDXEIQWWLQQL,,Deoxypyridinoline,53477703,,,,ZAHDXEIQWWLQQL-IHRRRGAJSA-N,N[C@@H](CCCC[N+]1=CC(CC[C@H](N)C([O-])=O)=C(C[C@H](N)C(O)=O)C(O)=C1)C(O)=O,ZAHDXEIQWWLQQL-IHRRRGAJSA-N,ZAHDXEIQWWLQQL,MML,,,,,Yes,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000958,,,trans-Aconitic acid,444212,C02341,32806,4023-65-8,GTZCVFVGUGFEME-HNQUOIGGSA-N,OC(=O)C\C(=C/C(O)=O)C(O)=O,GTZCVFVGUGFEME-HNQUOIGGSA-N,GTZCVFVGUGFEME,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0003331,GFYLSDSUCHVORB,GFYLSDSUCHVORB-IOSLPCCCSA-N,1-Methyladenosine,27476,C02494,16020,###############################################################################################################################################################################################################################################################,GFYLSDSUCHVORB-IOSLPCCCSA-N,CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N,GFYLSDSUCHVORB-IOSLPCCCSA-N,GFYLSDSUCHVORB,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000733,DGABKXLVXPYZII,DGABKXLVXPYZII-CDONHWFASA-N,Hyodeoxycholic acid,9963687,C15517,52023,83-49-8,DGABKXLVXPYZII-CDONHWFASA-N,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](O)C2C[C@H](O)CC[C@]12C,DGABKXLVXPYZII-CDONHWFASA-N,DGABKXLVXPYZII,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000708,GHCZAUBVMUEKKP,GHCZAUBVMUEKKP-XROMFQGDSA-N,Glycoursodeoxycholic acid,12310288,,89929,64480-66-6,GHCZAUBVMUEKKP-XROMFQGDSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O,GHCZAUBVMUEKKP-XROMFQGDSA-N,GHCZAUBVMUEKKP,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0002013,QWYFHHGCZUCMBN,QWYFHHGCZUCMBN-SECBINFHSA-N,Butyrylcarnitine,213144,C02862,21949,1492-26-8,QWYFHHGCZUCMBN-SECBINFHSA-N,CCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,QWYFHHGCZUCMBN-SECBINFHSA-N,QWYFHHGCZUCMBN,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0002210,,,2-Phenylglycine,3866,,55484,05/06/2835,ZGUNAGUHMKGQNY-UHFFFAOYSA-N,NC(C(O)=O)C1=CC=CC=C1,ZGUNAGUHMKGQNY-UHFFFAOYSA-N,ZGUNAGUHMKGQNY,MML,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0000622,UKFXDFUAPNAMPJ,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,Ethylmalonic acid,11756,,741548,601-75-2,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,CCC(C(O)=O)C(O)=O,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,UKFXDFUAPNAMPJ,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0000397,,,2-Pyrocatechuic acid,19,C00196,18026,303-38-8,GLDQAMYCGOIJDV-UHFFFAOYSA-N,OC(=O)C1=C(O)C(O)=CC=C1,GLDQAMYCGOIJDV-UHFFFAOYSA-N,GLDQAMYCGOIJDV,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0001890,,,Acetylcysteine,12035,C06809,28939,616-91-1,PWKSKIMOESPYIA-BYPYZUCNSA-N,CC(=O)N[C@@H](CS)C(O)=O,PWKSKIMOESPYIA-BYPYZUCNSA-N,PWKSKIMOESPYIA,MML,,,,,Yes,,,,12.5,,Yes,,,25,,,,,0,12.5,,0,1,1,2
HMDB0029965,HOVAGTYPODGVJG,HOVAGTYPODGVJG-UHFFFAOYSA-N,Methyl beta-D-glucopyranoside,2108,,320055,97-30-3,HOVAGTYPODGVJG-UHFFFAOYSA-N,COC1OC(CO)C(O)C(O)C1O,HOVAGTYPODGVJG-UHFFFAOYSA-N,HOVAGTYPODGVJG,MML,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0011745,XUYPXLNMDZIRQH,XUYPXLNMDZIRQH-UHFFFAOYSA-N,N-Acetyl-L-methionine,6180,C02712,21557,65-82-7,XUYPXLNMDZIRQH-UHFFFAOYSA-N,CSCCC(NC(C)=O)C(O)=O,XUYPXLNMDZIRQH-UHFFFAOYSA-N,XUYPXLNMDZIRQH,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0001366,,,Purine,1044,C15587,17258,120-73-0,KDCGOANMDULRCW-UHFFFAOYSA-N,N1C=NC2=C1C=NC=N2,KDCGOANMDULRCW-UHFFFAOYSA-N,KDCGOANMDULRCW,MML,,,,,,,,Yes,12.5,,Yes,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000792,CXMXRPHRNRROMY,CXMXRPHRNRROMY-UHFFFAOYSA-N,Sebacic acid,5192,C08277,41865,111-20-6,CXMXRPHRNRROMY-UHFFFAOYSA-N,OC(=O)CCCCCCCCC(O)=O,CXMXRPHRNRROMY-UHFFFAOYSA-N,CXMXRPHRNRROMY,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0000893,TYFQFVWCELRYAO,TYFQFVWCELRYAO-UHFFFAOYSA-N,Suberic acid,10457,C08278,9300,505-48-6,TYFQFVWCELRYAO-UHFFFAOYSA-N,OC(=O)CCCCCCC(O)=O,TYFQFVWCELRYAO-UHFFFAOYSA-N,TYFQFVWCELRYAO,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0001169,PLIKAWJENQZMHA,PLIKAWJENQZMHA-UHFFFAOYSA-N,4-Aminophenol,403,C02372,17602,123-30-8,PLIKAWJENQZMHA-UHFFFAOYSA-N,NC1=CC=C(O)C=C1,PLIKAWJENQZMHA-UHFFFAOYSA-N,PLIKAWJENQZMHA,MML,,,,,,,Yes,,12.5,,Yes,,,25,,,,,0,12.5,,0,0,1,1
HMDB0000729,,,Alpha-Hydroxyisobutyric acid,11671,,50129,594-61-6,BWLBGMIXKSTLSX-UHFFFAOYSA-N,CC(C)(O)C(O)=O,BWLBGMIXKSTLSX-UHFFFAOYSA-N,BWLBGMIXKSTLSX,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000803,OVRNDRQMDRJTHS,OVRNDRQMDRJTHS-FMDGEEDCSA-N,beta-N-Acetylglucosamine,24139,C03878,17029,7512-17-6,OVRNDRQMDRJTHS-FMDGEEDCSA-N,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-FMDGEEDCSA-N,OVRNDRQMDRJTHS,MML,,,,,,,,Yes,12.5,,,,,0,,,Yes,,25,12.5,Reactome,1,1,1,2
HMDB0000666,MNWFXJYAOYHMED,MNWFXJYAOYHMED-UHFFFAOYSA-N,Heptanoic acid,8094,C17714,32362,111-14-8,MNWFXJYAOYHMED-UHFFFAOYSA-N,CCCCCCC(O)=O,MNWFXJYAOYHMED-UHFFFAOYSA-N,MNWFXJYAOYHMED,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0003320,KMAKOBLIOCQGJP,KMAKOBLIOCQGJP-UHFFFAOYSA-N,Indole-3-carboxylic acid,69867,C19837,24809,771-50-6,KMAKOBLIOCQGJP-UHFFFAOYSA-N,OC(=O)C1=CNC2=CC=CC=C12,KMAKOBLIOCQGJP-UHFFFAOYSA-N,KMAKOBLIOCQGJP,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000910,SZHOJFHSIKHZHA,SZHOJFHSIKHZHA-UHFFFAOYSA-N,Tridecanoic acid,12530,C17076,125832,638-53-9,SZHOJFHSIKHZHA-UHFFFAOYSA-N,CCCCCCCCCCCCC(O)=O,SZHOJFHSIKHZHA-UHFFFAOYSA-N,SZHOJFHSIKHZHA,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0011179,IWIANZLCJVYEFX,IWIANZLCJVYEFX-UHFFFAOYSA-N,Prolylphenylalanine,5226097,,74795,,IWIANZLCJVYEFX-UHFFFAOYSA-N,OC(=O)C(CC1=CC=CC=C1)NC(=O)C1CCCN1,IWIANZLCJVYEFX-UHFFFAOYSA-N,IWIANZLCJVYEFX,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0004186,,,3-Methyldioxyindole,151066,C05834,28254,16990-74-2,XCHBYBKNFIOSBB-UHFFFAOYSA-N,CC1(O)C(=O)NC2=CC=CC=C12,XCHBYBKNFIOSBB-UHFFFAOYSA-N,XCHBYBKNFIOSBB,Publications,,,,,,,,Yes,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0031652,,,Allyl alcohol,7858,C02001,16605,107-18-6,XXROGKLTLUQVRX-UHFFFAOYSA-N,OCC=C,XXROGKLTLUQVRX-UHFFFAOYSA-N,XXROGKLTLUQVRX,MML,,,,,Yes,,,,12.5,,Yes,,,25,,,,,0,12.5,,0,1,1,2
HMDB0004044,VQAYFKKCNSOZKM,VQAYFKKCNSOZKM-IOSLPCCCSA-N,N6-Methyladenosine,102175,,21891,1867-73-8,VQAYFKKCNSOZKM-IOSLPCCCSA-N,CNC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,VQAYFKKCNSOZKM-IOSLPCCCSA-N,VQAYFKKCNSOZKM,MML,,,,,,,,Yes,12.5,,,,,0,,,Yes,,25,12.5,Reactome,1,1,1,2
HMDB0013231,,,Ethylamine,6341,C00797,15862,17616-24-9,QUSNBJAOOMFDIB-UHFFFAOYSA-N,CCN,QUSNBJAOOMFDIB-UHFFFAOYSA-N,QUSNBJAOOMFDIB,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0033951,FFEARJCKVFRZRR,FFEARJCKVFRZRR-UHFFFAOYSA-N,Racemethionine,876,C01733,16811,1105707-18-3,FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(N)C(O)=O,FFEARJCKVFRZRR-UHFFFAOYSA-N,FFEARJCKVFRZRR,MML,Yes,,,,Yes,,,Yes,37.5,,,,,0,,,,,0,12.5,,0,1,1,2
HMDB0000428,,,3-Hydroxyglutaric acid,181976,,,638-18-6,ZQHYXNSQOIDNTL-UHFFFAOYSA-N,OC(CC(O)=O)CC(O)=O,ZQHYXNSQOIDNTL-UHFFFAOYSA-N,ZQHYXNSQOIDNTL,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0031068,,,Isopalmitic acid,36247,,84890,32844-67-0,ZONJATNKKGGVSU-UHFFFAOYSA-N,CC(C)CCCCCCCCCCCCC(O)=O,ZONJATNKKGGVSU-UHFFFAOYSA-N,ZONJATNKKGGVSU,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000620,,,Glutaconic acid,5280498,C02214,15670,1724-02-03,XVOUMQNXTGKGMA-OWOJBTEDSA-N,OC(=O)C\C=C\C(O)=O,XVOUMQNXTGKGMA-OWOJBTEDSA-N,XVOUMQNXTGKGMA,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0000860,,,Phenylpropionylglycine,152323,,88550,20989-69-9,YEIQSAXUPKPPBN-UHFFFAOYSA-N,OC(=O)CNC(=O)CCC1=CC=CC=C1,YEIQSAXUPKPPBN-UHFFFAOYSA-N,YEIQSAXUPKPPBN,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0028848,JBCLFWXMTIKCCB,JBCLFWXMTIKCCB-UHFFFAOYSA-N,Glycyl-Phenylalanine,97415,,73912,07/03/3321,JBCLFWXMTIKCCB-UHFFFAOYSA-N,NCC(=O)NC(CC1=CC=CC=C1)C(O)=O,JBCLFWXMTIKCCB-UHFFFAOYSA-N,JBCLFWXMTIKCCB,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0059777,,,"2,2,4-Trimethyl-1,3-pentadienol diisobutyrate",23284,,89871,53490-81-6,OMVSWZDEEGIJJI-UHFFFAOYSA-N,CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,OMVSWZDEEGIJJI-UHFFFAOYSA-N,OMVSWZDEEGIJJI,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0000832,,,Capryloylglycine,84290,,74099,14246-53-8,SAVLIIGUQOSOEP-UHFFFAOYSA-N,CCCCCCCC(=O)NCC(O)=O,SAVLIIGUQOSOEP-UHFFFAOYSA-N,SAVLIIGUQOSOEP,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0011623,KSMVZQYAVGTKIV,KSMVZQYAVGTKIV-UHFFFAOYSA-N,Decanal,8175,C12307,31457,112-31-2,KSMVZQYAVGTKIV-UHFFFAOYSA-N,CCCCCCCCCC=O,KSMVZQYAVGTKIV-UHFFFAOYSA-N,KSMVZQYAVGTKIV,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0040221,,,Isoamyl butyrate,7795,,87422,106-27-4,PQLMXFQTAMDXIZ-UHFFFAOYSA-N,CCCC(=O)OCCC(C)C,PQLMXFQTAMDXIZ-UHFFFAOYSA-N,PQLMXFQTAMDXIZ,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0240311,,,"2,8-quinolinediol",,C06342,17715,15450-76-7,ZXZKYYHTWHJHFT-UHFFFAOYSA-N,OC1=C2NC(=O)C=CC2=CC=C1,ZXZKYYHTWHJHFT-UHFFFAOYSA-N,ZXZKYYHTWHJHFT,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,,,,0,12.5,,0,1,1,2
HMDB0012971,,,1-Hexanol,8103,,,111-27-3,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,ZSIAUFGUXNUGDI,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0031475,,,Heptanal,8130,C14390,34787,111-71-7,FXHGMKSSBGDXIY-UHFFFAOYSA-N,CCCCCCC=O,FXHGMKSSBGDXIY-UHFFFAOYSA-N,FXHGMKSSBGDXIY,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0059835,,,Nonanal,31289,,84268,124-19-6,GYHFUZHODSMOHU-UHFFFAOYSA-N,CCCCCCCCC=O,GYHFUZHODSMOHU-UHFFFAOYSA-N,GYHFUZHODSMOHU,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,,0,12.5,,0,0,1,1
HMDB0001160,XEZVDURJDFGERA,XEZVDURJDFGERA-UHFFFAOYSA-N,Tricosanoic acid,17085,,79007,2433-96-7,XEZVDURJDFGERA-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCC(O)=O,XEZVDURJDFGERA-UHFFFAOYSA-N,XEZVDURJDFGERA,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0003418,BJHIKXHVCXFQLS,BJHIKXHVCXFQLS-PQLUHFTBSA-N,D-Tagatose,92092,C00795,4249,87-81-0,BJHIKXHVCXFQLS-PQLUHFTBSA-N,OC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO,BJHIKXHVCXFQLS-PQLUHFTBSA-N,BJHIKXHVCXFQLS,MML,,,,,,,,Yes,12.5,,,,,0,,Yes,,,25,12.5,KEGG,1,1,1,2
HMDB0002259,KEMQGTRYUADPNZ,KEMQGTRYUADPNZ-UHFFFAOYSA-N,Heptadecanoic acid,10465,,32365,0506-12-7,KEMQGTRYUADPNZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC(O)=O,KEMQGTRYUADPNZ-UHFFFAOYSA-N,KEMQGTRYUADPNZ,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000826,WQEPLUUGTLDZJY,WQEPLUUGTLDZJY-UHFFFAOYSA-N,Pentadecanoic acid,13849,C16537,78795,1002-84-2,WQEPLUUGTLDZJY-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(O)=O,WQEPLUUGTLDZJY-UHFFFAOYSA-N,WQEPLUUGTLDZJY,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0006478,,,Iso-Valeraldehyde,11552,C07329,16638,590-86-3,YGHRJJRRZDOVPD-UHFFFAOYSA-N,CC(C)CC=O,YGHRJJRRZDOVPD-UHFFFAOYSA-N,YGHRJJRRZDOVPD,MML,,,,,Yes,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0000671,,,Indolelactic acid,92904,C02043,24813,1821-52-9,XGILAAMKEQUXLS-UHFFFAOYSA-N,OC(CC1=CNC2=C1C=CC=C2)C(O)=O,XGILAAMKEQUXLS-UHFFFAOYSA-N,XGILAAMKEQUXLS,MML,Yes,,,,,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0003233,,,Lutein,6433159,C08601,28838,34026-62-5,KBPHJBAIARWVSC-RTIVXWJOSA-N,O[C@@H]1CC(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\[C@H]2C(C)=CC(O)CC2(C)C)C(C)(C)C1,KBPHJBAIARWVSC-RTIVXWJOSA-N,KBPHJBAIARWVSC,MML,,,,,Yes,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0003993,,,Alpha-Carotene,4369188,C05433,28425,7488-99-5,ANVAOWXLWRTKGA-JLTXGRSLSA-N,C\C(\C=C\C=C(/C)\C=C\C1C(C)=CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,ANVAOWXLWRTKGA-JLTXGRSLSA-N,ANVAOWXLWRTKGA,MML,,,,,Yes,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0033844,,,beta-Cryptoxanthin,6384256,C08591,10362,31272-51-2,DMASLKHVQRHNES-QQGJMDNJSA-N,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CC(O)CC1(C)C,DMASLKHVQRHNES-QQGJMDNJSA-N,DMASLKHVQRHNES,MML,,,,,Yes,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0002789,,,Zeaxanthin,53477766,C06098,27547,144-68-3,JKQXZKUSFCKOGQ-QAYBQHTQSA-N,C\C(\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,JKQXZKUSFCKOGQ-QAYBQHTQSA-N,JKQXZKUSFCKOGQ,MML,,,,,Yes,,,,12.5,Yes,,,,25,,,,,0,12.5,,0,1,1,2
HMDB0006707,UUGXJSBPSRROMU,UUGXJSBPSRROMU-WJNLUYJISA-N,Coenzyme Q9,5280473,C01967,18160,303-97-9,UUGXJSBPSRROMU-WJNLUYJISA-N,COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,UUGXJSBPSRROMU-WJNLUYJISA-N,UUGXJSBPSRROMU,MML,Yes,,,,,,,,12.5,,,,,0,,Yes,,,25,12.5,,0,1,1,2
